field_1,Beheertype,Ned_naam_NDFF,Wet_naam_NDFF_oud,Wet_naam_NDFF_nieuw,ndff_taxon_uri_oud,ndff_taxon_uri_nieuw,Gewijzigd,Unnamed: 0,ned_naam,wet_naam,identity,group_identity,ned_soortgroep,wet_soortgroep
"1442",N12.04,Kemphaan,Calidris pugnax,Calidris pugnax,http://ndff-ecogrid.nl/taxonomy/taxa/calidrispugnax,http://ndff-ecogrid.nl/taxonomy/taxa/calidrispugnax,NEE,"12178.0",Kemphaan,Calidris pugnax,http://ndff-ecogrid.nl/taxonomy/taxa/calidrispugnax,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1443",N12.04,Kleine Plevier,Charadrius dubius,Charadrius dubius,http://ndff-ecogrid.nl/taxonomy/taxa/charadriusdubius,http://ndff-ecogrid.nl/taxonomy/taxa/charadriusdubius,NEE,"15588.0",Kleine plevier,Charadrius dubius,http://ndff-ecogrid.nl/taxonomy/taxa/charadriusdubius,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1444",N12.04,Kluut,Recurvirostra avosetta,Recurvirostra avosetta,http://ndff-ecogrid.nl/taxonomy/taxa/recurvirostraavosetta,http://ndff-ecogrid.nl/taxonomy/taxa/recurvirostraavosetta,NEE,"69509.0",Kluut,Recurvirostra avosetta,http://ndff-ecogrid.nl/taxonomy/taxa/recurvirostraavosetta,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1445",N12.04,Knolvossenstaart,Alopecurus bulbosus,Alopecurus bulbosus,http://ndff-ecogrid.nl/taxonomy/taxa/alopecurusbulbosus,http://ndff-ecogrid.nl/taxonomy/taxa/alopecurusbulbosus,NEE,"2987.0",Knolvossenstaart,Alopecurus bulbosus,http://ndff-ecogrid.nl/taxonomy/taxa/alopecurusbulbosus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1446",N12.04,Kruipend moerasscherm,Apium repens,Helosciadium repens,http://ndff-ecogrid.nl/taxonomy/taxa/apiumrepens,http://ndff-ecogrid.nl/taxonomy/taxa/helosciadiumrepens,JA,"37455.0",Kruipend moerasscherm,Helosciadium repens,http://ndff-ecogrid.nl/taxonomy/taxa/helosciadiumrepens,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1447",N12.04,Kwartelkoning,Crex crex,Crex crex,http://ndff-ecogrid.nl/taxonomy/taxa/crexcrex,http://ndff-ecogrid.nl/taxonomy/taxa/crexcrex,NEE,"21681.0",Kwartelkoning,Crex crex,http://ndff-ecogrid.nl/taxonomy/taxa/crexcrex,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1448",N12.04,Kwelderzegge,Carex extensa,Carex extensa,http://ndff-ecogrid.nl/taxonomy/taxa/carexextensa,http://ndff-ecogrid.nl/taxonomy/taxa/carexextensa,NEE,"13461.0",Kwelderzegge,Carex extensa,http://ndff-ecogrid.nl/taxonomy/taxa/carexextensa,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1449",N12.04,Laksteeltje,Catapodium marinum,Catapodium marinum,http://ndff-ecogrid.nl/taxonomy/taxa/catapodiummarinum,http://ndff-ecogrid.nl/taxonomy/taxa/catapodiummarinum,NEE,"13851.0",Laksteeltje,Catapodium marinum,http://ndff-ecogrid.nl/taxonomy/taxa/catapodiummarinum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1450",N12.04,Lidsteng,Hippuris vulgaris,Hippuris vulgaris,http://ndff-ecogrid.nl/taxonomy/taxa/hippurisvulgaris,http://ndff-ecogrid.nl/taxonomy/taxa/hippurisvulgaris,NEE,"38507.0",Lidsteng,Hippuris vulgaris,http://ndff-ecogrid.nl/taxonomy/taxa/hippurisvulgaris,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1451",N12.04,Melkkruid,Glaux maritima,Glaux maritima,http://ndff-ecogrid.nl/taxonomy/taxa/glauxmaritima,http://ndff-ecogrid.nl/taxonomy/taxa/glauxmaritima,NEE,"34533.0",Melkkruid,Glaux maritima,http://ndff-ecogrid.nl/taxonomy/taxa/glauxmaritima,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1452",N12.04,Patrijs,Perdix perdix,Perdix perdix,http://ndff-ecogrid.nl/taxonomy/taxa/perdixperdix,http://ndff-ecogrid.nl/taxonomy/taxa/perdixperdix,NEE,"60006.0",Patrijs,Perdix perdix,http://ndff-ecogrid.nl/taxonomy/taxa/perdixperdix,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1453",N12.04,Pijptorkruid,Oenanthe fistulosa,Oenanthe fistulosa,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthefistulosa,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthefistulosa,NEE,"55765.0",Pijptorkruid,Oenanthe fistulosa,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthefistulosa,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1454",N12.04,Platte bies,Blysmus compressus,Blysmus compressus,http://ndff-ecogrid.nl/taxonomy/taxa/blysmuscompressus,http://ndff-ecogrid.nl/taxonomy/taxa/blysmuscompressus,NEE,"10145.0",Platte bies,Blysmus compressus,http://ndff-ecogrid.nl/taxonomy/taxa/blysmuscompressus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1455",N12.04,Polei,Mentha pulegium,Mentha pulegium,http://ndff-ecogrid.nl/taxonomy/taxa/menthapulegium,http://ndff-ecogrid.nl/taxonomy/taxa/menthapulegium,NEE,"49246.0",Polei,Mentha pulegium,http://ndff-ecogrid.nl/taxonomy/taxa/menthapulegium,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1456",N12.04,Rode ogentroost,Odontites vernus subsp. serotinus,Odontites vernus subsp. serotinus,http://ndff-ecogrid.nl/taxonomy/taxa/odontitesvernussubspserotinus,http://ndff-ecogrid.nl/taxonomy/taxa/odontitesvernussubspserotinus,NEE,"55596.0",Rode ogentroost,Odontites vernus subsp. serotinus,http://ndff-ecogrid.nl/taxonomy/taxa/odontitesvernussubspserotinus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1457",N12.04,Rode waterereprijs,Veronica catenata,Veronica catenata,http://ndff-ecogrid.nl/taxonomy/taxa/veronicacatenata,http://ndff-ecogrid.nl/taxonomy/taxa/veronicacatenata,NEE,"84886.0",Rode waterereprijs,Veronica catenata,http://ndff-ecogrid.nl/taxonomy/taxa/veronicacatenata,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1458",N12.04,Schorrenzoutgras,Triglochin maritima,Triglochin maritima,http://ndff-ecogrid.nl/taxonomy/taxa/triglochinmaritima,http://ndff-ecogrid.nl/taxonomy/taxa/triglochinmaritima,NEE,"82850.0",Schorrenzoutgras,Triglochin maritima,http://ndff-ecogrid.nl/taxonomy/taxa/triglochinmaritima,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1459",N12.04,Selderij,Apium graveolens,Apium graveolens,http://ndff-ecogrid.nl/taxonomy/taxa/apiumgraveolens,http://ndff-ecogrid.nl/taxonomy/taxa/apiumgraveolens,NEE,"6007.0",Selderij,Apium graveolens,http://ndff-ecogrid.nl/taxonomy/taxa/apiumgraveolens,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1460",N12.04,Slobeend,Anas clypeata,Anas clypeata,http://ndff-ecogrid.nl/taxonomy/taxa/anasclypeata,http://ndff-ecogrid.nl/taxonomy/taxa/anasclypeata,NEE,"4209.0",Slobeend,Anas clypeata,http://ndff-ecogrid.nl/taxonomy/taxa/anasclypeata,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1461",N12.04,Stekende bies,Schoenoplectus pungens,Schoenoplectus pungens,http://ndff-ecogrid.nl/taxonomy/taxa/schoenoplectuspungens,http://ndff-ecogrid.nl/taxonomy/taxa/schoenoplectuspungens,NEE,"72613.0",Stekende bies,Schoenoplectus pungens,http://ndff-ecogrid.nl/taxonomy/taxa/schoenoplectuspungens,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1462",N12.04,Tureluur,Tringa totanus,Tringa totanus,http://ndff-ecogrid.nl/taxonomy/taxa/tringatotanus,http://ndff-ecogrid.nl/taxonomy/taxa/tringatotanus,NEE,"82967.0",Tureluur,Tringa totanus,http://ndff-ecogrid.nl/taxonomy/taxa/tringatotanus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1463",N12.04,Voszegge,Carex vulpina,Carex vulpina,http://ndff-ecogrid.nl/taxonomy/taxa/carexvulpina,http://ndff-ecogrid.nl/taxonomy/taxa/carexvulpina,NEE,"13515.0",Voszegge,Carex vulpina,http://ndff-ecogrid.nl/taxonomy/taxa/carexvulpina,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1464",N12.04,Watersnip,Gallinago gallinago,Gallinago gallinago,http://ndff-ecogrid.nl/taxonomy/taxa/gallinagogallinago,http://ndff-ecogrid.nl/taxonomy/taxa/gallinagogallinago,NEE,"33759.0",Watersnip,Gallinago gallinago,http://ndff-ecogrid.nl/taxonomy/taxa/gallinagogallinago,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1465",N12.04,Weidekervel-torkruid,Oenanthe silaifolia,Oenanthe silaifolia,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthesilaifolia,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthesilaifolia,NEE,"55780.0",Weidekervel-torkruid,Oenanthe silaifolia,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthesilaifolia,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1466",N12.04,Witte munt,Mentha suaveolens,Mentha suaveolens,http://ndff-ecogrid.nl/taxonomy/taxa/menthasuaveolens,http://ndff-ecogrid.nl/taxonomy/taxa/menthasuaveolens,NEE,"49251.0",Witte munt,Mentha suaveolens,http://ndff-ecogrid.nl/taxonomy/taxa/menthasuaveolens,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1467",N12.04,Zeegerst,Hordeum marinum,Hordeum marinum,http://ndff-ecogrid.nl/taxonomy/taxa/hordeummarinum,http://ndff-ecogrid.nl/taxonomy/taxa/hordeummarinum,NEE,"38866.0",Zeegerst,Hordeum marinum,http://ndff-ecogrid.nl/taxonomy/taxa/hordeummarinum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1468",N12.04,Zeegroene rus,Juncus inflexus,Juncus inflexus,http://ndff-ecogrid.nl/taxonomy/taxa/juncusinflexus,http://ndff-ecogrid.nl/taxonomy/taxa/juncusinflexus,NEE,"41762.0",Zeegroene rus,Juncus inflexus,http://ndff-ecogrid.nl/taxonomy/taxa/juncusinflexus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1469",N12.04,Zeerus,Juncus maritimus,Juncus maritimus,http://ndff-ecogrid.nl/taxonomy/taxa/juncusmaritimus,http://ndff-ecogrid.nl/taxonomy/taxa/juncusmaritimus,NEE,"41766.0",Zeerus,Juncus maritimus,http://ndff-ecogrid.nl/taxonomy/taxa/juncusmaritimus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1470",N12.04,Zeeweegbree,Plantago maritima,Plantago maritima,http://ndff-ecogrid.nl/taxonomy/taxa/plantagomaritima,http://ndff-ecogrid.nl/taxonomy/taxa/plantagomaritima,NEE,"63719.0",Zeeweegbree,Plantago maritima,http://ndff-ecogrid.nl/taxonomy/taxa/plantagomaritima,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1471",N12.04,Zilt torkruid,Oenanthe lachenalii,Oenanthe lachenalii,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthelachenalii,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthelachenalii,NEE,"55769.0",Zilt torkruid,Oenanthe lachenalii,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthelachenalii,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1472",N12.04,Zilte rus,Juncus gerardii,Juncus gerardii,http://ndff-ecogrid.nl/taxonomy/taxa/juncusgerardii,http://ndff-ecogrid.nl/taxonomy/taxa/juncusgerardii,NEE,"41759.0",Zilte rus,Juncus gerardii,http://ndff-ecogrid.nl/taxonomy/taxa/juncusgerardii,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1473",N12.04,Zilte schijnspurrie,Spergularia salina,Spergularia marina,http://ndff-ecogrid.nl/taxonomy/taxa/spergulariasalina,http://ndff-ecogrid.nl/taxonomy/taxa/spergulariamarina,JA,"74992.0",Zilte schijnspurrie,Spergularia marina,http://ndff-ecogrid.nl/taxonomy/taxa/spergulariamarina,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1474",N12.04,Zilte waterranonkel,Ranunculus baudotii,Ranunculus baudotii,http://ndff-ecogrid.nl/taxonomy/taxa/ranunculusbaudotii,http://ndff-ecogrid.nl/taxonomy/taxa/ranunculusbaudotii,NEE,"69392.0",Zilte waterranonkel,Ranunculus baudotii,http://ndff-ecogrid.nl/taxonomy/taxa/ranunculusbaudotii,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1475",N12.04,Zilte zegge,Carex distans,Carex distans,http://ndff-ecogrid.nl/taxonomy/taxa/carexdistans,http://ndff-ecogrid.nl/taxonomy/taxa/carexdistans,NEE,"13452.0",Zilte zegge,Carex distans,http://ndff-ecogrid.nl/taxonomy/taxa/carexdistans,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1476",N12.04,Zomertaling,Anas querquedula,Anas querquedula,http://ndff-ecogrid.nl/taxonomy/taxa/anasquerquedula,http://ndff-ecogrid.nl/taxonomy/taxa/anasquerquedula,NEE,"4233.0",Zomertaling,Anas querquedula,http://ndff-ecogrid.nl/taxonomy/taxa/anasquerquedula,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"1477",N12.04,Zulte,Aster tripolium,Tripolium pannonicum,http://ndff-ecogrid.nl/taxonomy/taxa/astertripolium,http://ndff-ecogrid.nl/taxonomy/taxa/tripoliumpannonicum,JA,"83080.0",Zulte,Tripolium pannonicum,http://ndff-ecogrid.nl/taxonomy/taxa/tripoliumpannonicum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1478",N12.05,Aardaker,Lathyrus tuberosus,Lathyrus tuberosus,http://ndff-ecogrid.nl/taxonomy/taxa/lathyrustuberosus,http://ndff-ecogrid.nl/taxonomy/taxa/lathyrustuberosus,NEE,"43408.0",Aardaker,Lathyrus tuberosus,http://ndff-ecogrid.nl/taxonomy/taxa/lathyrustuberosus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1479",N12.05,Aardkastanje,Bunium bulbocastanum,Bunium bulbocastanum,http://ndff-ecogrid.nl/taxonomy/taxa/buniumbulbocastanum,http://ndff-ecogrid.nl/taxonomy/taxa/buniumbulbocastanum,NEE,"11727.0",Aardkastanje,Bunium bulbocastanum,http://ndff-ecogrid.nl/taxonomy/taxa/buniumbulbocastanum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1480",N12.05,Akkerandoorn,Stachys arvensis,Stachys arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/stachysarvensis,http://ndff-ecogrid.nl/taxonomy/taxa/stachysarvensis,NEE,"75934.0",Akkerandoorn,Stachys arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/stachysarvensis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1481",N12.05,Akkerboterbloem,Ranunculus arvensis,Ranunculus arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/ranunculusarvensis,http://ndff-ecogrid.nl/taxonomy/taxa/ranunculusarvensis,NEE,"69390.0",Akkerboterbloem,Ranunculus arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/ranunculusarvensis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1482",N12.05,Akkerdoornzaad,Torilis arvensis,Torilis arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/torilisarvensis,http://ndff-ecogrid.nl/taxonomy/taxa/torilisarvensis,NEE,"81543.0",Akkerdoornzaad,Torilis arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/torilisarvensis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1483",N12.05,Akkergeelster,Gagea villosa,Gagea villosa,http://ndff-ecogrid.nl/taxonomy/taxa/gageavillosa,http://ndff-ecogrid.nl/taxonomy/taxa/gageavillosa,NEE,"33559.0",Akkergeelster,Gagea villosa,http://ndff-ecogrid.nl/taxonomy/taxa/gageavillosa,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1484",N12.05,Akkerklokje,Campanula rapunculoides,Campanula rapunculoides,http://ndff-ecogrid.nl/taxonomy/taxa/campanularapunculoides,http://ndff-ecogrid.nl/taxonomy/taxa/campanularapunculoides,NEE,"12794.0",Akkerklokje,Campanula rapunculoides,http://ndff-ecogrid.nl/taxonomy/taxa/campanularapunculoides,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1485",N12.05,Akkerleeuwenbek,Misopates orontium,Misopates orontium,http://ndff-ecogrid.nl/taxonomy/taxa/misopatesorontium,http://ndff-ecogrid.nl/taxonomy/taxa/misopatesorontium,NEE,"50902.0",Akkerleeuwenbek,Misopates orontium,http://ndff-ecogrid.nl/taxonomy/taxa/misopatesorontium,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1486",N12.05,Akkerogentroost,Odontites vernus subsp. vernus,Odontites vernus subsp. vernus,http://ndff-ecogrid.nl/taxonomy/taxa/odontitesvernussubspvernus,http://ndff-ecogrid.nl/taxonomy/taxa/odontitesvernussubspvernus,NEE,"55597.0",Akkerogentroost,Odontites vernus subsp. vernus,http://ndff-ecogrid.nl/taxonomy/taxa/odontitesvernussubspvernus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1487",N12.05,Akkerviltkruid,Filago arvensis,Filago arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/filagoarvensis,http://ndff-ecogrid.nl/taxonomy/taxa/filagoarvensis,NEE,"32718.0",Akkerviltkruid,Filago arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/filagoarvensis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1488",N12.05,Akkerzenegroen,Ajuga chamaepitys,Ajuga chamaepitys,http://ndff-ecogrid.nl/taxonomy/taxa/ajugachamaepitys,http://ndff-ecogrid.nl/taxonomy/taxa/ajugachamaepitys,NEE,"2342.0",Akkerzenegroen,Ajuga chamaepitys,http://ndff-ecogrid.nl/taxonomy/taxa/ajugachamaepitys,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1489",N12.05,Behaarde boterbloem,Ranunculus sardous,Ranunculus sardous,http://ndff-ecogrid.nl/taxonomy/taxa/ranunculussardous,http://ndff-ecogrid.nl/taxonomy/taxa/ranunculussardous,NEE,"69413.0",Behaarde boterbloem,Ranunculus sardous,http://ndff-ecogrid.nl/taxonomy/taxa/ranunculussardous,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1490",N12.05,Blauw guichelheil,Anagallis arvensis subsp. foemina,Anagallis arvensis subsp. foemina,http://ndff-ecogrid.nl/taxonomy/taxa/anagallisarvensissubspfoemina,http://ndff-ecogrid.nl/taxonomy/taxa/anagallisarvensissubspfoemina,NEE,"4028.0",Blauw guichelheil,Anagallis arvensis subsp. foemina,http://ndff-ecogrid.nl/taxonomy/taxa/anagallisarvensissubspfoemina,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1491",N12.05,Blauw walstro,Sherardia arvensis,Sherardia arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/sherardiaarvensis,http://ndff-ecogrid.nl/taxonomy/taxa/sherardiaarvensis,NEE,"73872.0",Blauw walstro,Sherardia arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/sherardiaarvensis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1492",N12.05,Blauwe leeuwenbek,Linaria arvensis,Linaria arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/linariaarvensis,http://ndff-ecogrid.nl/taxonomy/taxa/linariaarvensis,NEE,"45427.0",Blauwe leeuwenbek,Linaria arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/linariaarvensis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1493",N12.05,Bleekgele hennepnetel,Galeopsis segetum,Galeopsis segetum,http://ndff-ecogrid.nl/taxonomy/taxa/galeopsissegetum,http://ndff-ecogrid.nl/taxonomy/taxa/galeopsissegetum,NEE,"33628.0",Bleekgele hennepnetel,Galeopsis segetum,http://ndff-ecogrid.nl/taxonomy/taxa/galeopsissegetum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1494",N12.05,Bolderik,Agrostemma githago,Agrostemma githago,http://ndff-ecogrid.nl/taxonomy/taxa/agrostemmagithago,http://ndff-ecogrid.nl/taxonomy/taxa/agrostemmagithago,NEE,"2227.0",Bolderik,Agrostemma githago,http://ndff-ecogrid.nl/taxonomy/taxa/agrostemmagithago,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1495",N12.05,Brede raai,Galeopsis ladanum,Galeopsis ladanum,http://ndff-ecogrid.nl/taxonomy/taxa/galeopsisladanum,http://ndff-ecogrid.nl/taxonomy/taxa/galeopsisladanum,NEE,"33625.0",Brede raai,Galeopsis ladanum,http://ndff-ecogrid.nl/taxonomy/taxa/galeopsisladanum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1496",N12.05,Brede wolfsmelk,Euphorbia platyphyllos,Euphorbia platyphyllos,http://ndff-ecogrid.nl/taxonomy/taxa/euphorbiaplatyphyllos,http://ndff-ecogrid.nl/taxonomy/taxa/euphorbiaplatyphyllos,NEE,"31436.0",Brede wolfsmelk,Euphorbia platyphyllos,http://ndff-ecogrid.nl/taxonomy/taxa/euphorbiaplatyphyllos,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1497",N12.05,Doffe ereprijs,Veronica opaca,Veronica opaca,http://ndff-ecogrid.nl/taxonomy/taxa/veronicaopaca,http://ndff-ecogrid.nl/taxonomy/taxa/veronicaopaca,NEE,"84897.0",Doffe ereprijs,Veronica opaca,http://ndff-ecogrid.nl/taxonomy/taxa/veronicaopaca,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1498",N12.05,Dolik,Lolium temulentum,Lolium temulentum,http://ndff-ecogrid.nl/taxonomy/taxa/loliumtemulentum,http://ndff-ecogrid.nl/taxonomy/taxa/loliumtemulentum,NEE,"46103.0",Dolik,Lolium temulentum,http://ndff-ecogrid.nl/taxonomy/taxa/loliumtemulentum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1499",N12.05,Doorgroeide boerenkers,Thlaspi perfoliatum,Noccaea perfoliata,http://ndff-ecogrid.nl/taxonomy/taxa/thlaspiperfoliatum,http://ndff-ecogrid.nl/taxonomy/taxa/noccaeaperfoliata,JA,"54696.0",Doorgroeide boerenkers,Noccaea perfoliata,http://ndff-ecogrid.nl/taxonomy/taxa/noccaeaperfoliata,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1500",N12.05,Dreps,Bromus secalinus,Bromus secalinus,http://ndff-ecogrid.nl/taxonomy/taxa/bromussecalinus,http://ndff-ecogrid.nl/taxonomy/taxa/bromussecalinus,NEE,"11312.0",Dreps,Bromus secalinus,http://ndff-ecogrid.nl/taxonomy/taxa/bromussecalinus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1501",N12.05,Driehoornig walstro,Galium tricornutum,Galium tricornutum,http://ndff-ecogrid.nl/taxonomy/taxa/galiumtricornutum,http://ndff-ecogrid.nl/taxonomy/taxa/galiumtricornutum,NEE,"33744.0",Driehoornig walstro,Galium tricornutum,http://ndff-ecogrid.nl/taxonomy/taxa/galiumtricornutum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1502",N12.05,Driekleurig viooltje,Viola tricolor,Viola tricolor subsp. tricolor,http://ndff-ecogrid.nl/taxonomy/taxa/violatricolor,http://ndff-ecogrid.nl/taxonomy/taxa/violatricolorsubsptricolor,JA,"85179.0",Driekleurig viooltje,Viola tricolor subsp. tricolor,http://ndff-ecogrid.nl/taxonomy/taxa/violatricolorsubsptricolor,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1503",N12.05,Duits viltkruid,Filago vulgaris,Filago germanica,http://ndff-ecogrid.nl/taxonomy/taxa/filagovulgaris,http://ndff-ecogrid.nl/taxonomy/taxa/filagogermanica,JA,"32721.0",Duits viltkruid,Filago germanica,http://ndff-ecogrid.nl/taxonomy/taxa/filagogermanica,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1504",N12.05,Dwergviltkruid,Filago minima,Logfia minima,http://ndff-ecogrid.nl/taxonomy/taxa/filagominima,http://ndff-ecogrid.nl/taxonomy/taxa/logfiaminima,JA,"46077.0",Dwergviltkruid,Logfia minima,http://ndff-ecogrid.nl/taxonomy/taxa/logfiaminima,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1505",N12.05,Eironde leeuwenbek,Kickxia spuria,Kickxia spuria,http://ndff-ecogrid.nl/taxonomy/taxa/kickxiaspuria,http://ndff-ecogrid.nl/taxonomy/taxa/kickxiaspuria,NEE,"42074.0",Eironde leeuwenbek,Kickxia spuria,http://ndff-ecogrid.nl/taxonomy/taxa/kickxiaspuria,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1506",N12.05,Franse boekweit,Fagopyrum tataricum,Fagopyrum tataricum,http://ndff-ecogrid.nl/taxonomy/taxa/fagopyrumtataricum,http://ndff-ecogrid.nl/taxonomy/taxa/fagopyrumtataricum,NEE,"32338.0",Franse boekweit,Fagopyrum tataricum,http://ndff-ecogrid.nl/taxonomy/taxa/fagopyrumtataricum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1507",N12.05,Franse silene,Silene gallica,Silene gallica,http://ndff-ecogrid.nl/taxonomy/taxa/silenegallica,http://ndff-ecogrid.nl/taxonomy/taxa/silenegallica,NEE,"74040.0",Franse silene,Silene gallica,http://ndff-ecogrid.nl/taxonomy/taxa/silenegallica,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
