field_1,Beheertype,Ned_naam_NDFF,Wet_naam_NDFF_oud,Wet_naam_NDFF_nieuw,ndff_taxon_uri_oud,ndff_taxon_uri_nieuw,Gewijzigd,Unnamed: 0,ned_naam,wet_naam,identity,group_identity,ned_soortgroep,wet_soortgroep
"0",N01.02,Armbloemige waterbies,Eleocharis quinqueflora,Eleocharis quinqueflora,http://ndff-ecogrid.nl/taxonomy/taxa/eleocharisquinqueflora,http://ndff-ecogrid.nl/taxonomy/taxa/eleocharisquinqueflora,NEE,"28035.0",Armbloemige waterbies,Eleocharis quinqueflora,http://ndff-ecogrid.nl/taxonomy/taxa/eleocharisquinqueflora,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"1",N01.02,Bergeend,Tadorna tadorna,Tadorna tadorna,http://ndff-ecogrid.nl/taxonomy/taxa/tadornatadorna,http://ndff-ecogrid.nl/taxonomy/taxa/tadornatadorna,NEE,"78806.0",Bergeend,Tadorna tadorna,http://ndff-ecogrid.nl/taxonomy/taxa/tadornatadorna,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"2",N01.02,Blauwborst,Luscinia svecica,Luscinia svecica,http://ndff-ecogrid.nl/taxonomy/taxa/lusciniasvecica,http://ndff-ecogrid.nl/taxonomy/taxa/lusciniasvecica,NEE,"46627.0",Blauwborst,Luscinia svecica,http://ndff-ecogrid.nl/taxonomy/taxa/lusciniasvecica,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"3",N01.02,Blauwe Kiekendief,Circus cyaneus,Circus cyaneus,http://ndff-ecogrid.nl/taxonomy/taxa/circuscyaneus,http://ndff-ecogrid.nl/taxonomy/taxa/circuscyaneus,NEE,"17325.0",Blauwe kiekendief,Circus cyaneus,http://ndff-ecogrid.nl/taxonomy/taxa/circuscyaneus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"4",N01.02,Blauwe zeedistel,Eryngium maritimum,Eryngium maritimum,http://ndff-ecogrid.nl/taxonomy/taxa/eryngiummaritimum,http://ndff-ecogrid.nl/taxonomy/taxa/eryngiummaritimum,NEE,"30201.0",Blauwe zeedistel,Eryngium maritimum,http://ndff-ecogrid.nl/taxonomy/taxa/eryngiummaritimum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"5",N01.02,Bontbekplevier,Charadrius hiaticula,Charadrius hiaticula,http://ndff-ecogrid.nl/taxonomy/taxa/charadriushiaticula,http://ndff-ecogrid.nl/taxonomy/taxa/charadriushiaticula,NEE,"15590.0",Bontbekplevier,Charadrius hiaticula,http://ndff-ecogrid.nl/taxonomy/taxa/charadriushiaticula,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"6",N01.02,Boomleeuwerik,Lullula arborea,Lullula arborea,http://ndff-ecogrid.nl/taxonomy/taxa/lullulaarborea,http://ndff-ecogrid.nl/taxonomy/taxa/lullulaarborea,NEE,"46560.0",Boomleeuwerik,Lullula arborea,http://ndff-ecogrid.nl/taxonomy/taxa/lullulaarborea,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"7",N01.02,Braamsluiper,Sylvia curruca,Sylvia curruca,http://ndff-ecogrid.nl/taxonomy/taxa/sylviacurruca,http://ndff-ecogrid.nl/taxonomy/taxa/sylviacurruca,NEE,"78055.0",Braamsluiper,Sylvia curruca,http://ndff-ecogrid.nl/taxonomy/taxa/sylviacurruca,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"8",N01.02,Brakwater kransblad,Chara canescens,Chara canescens,http://ndff-ecogrid.nl/taxonomy/taxa/characanescens,http://ndff-ecogrid.nl/taxonomy/taxa/characanescens,NEE,"15538.0",Brakwaterkransblad,Chara canescens,http://ndff-ecogrid.nl/taxonomy/taxa/characanescens,http://ndff-ecogrid.nl/categories/specieslist/charales,kranswieren,charales
"9",N01.02,Brokkelig kransblad,Chara contraria,Chara contraria,http://ndff-ecogrid.nl/taxonomy/taxa/characontraria,http://ndff-ecogrid.nl/taxonomy/taxa/characontraria,NEE,"15540.0",Brokkelig kransblad,Chara contraria,http://ndff-ecogrid.nl/taxonomy/taxa/characontraria,http://ndff-ecogrid.nl/categories/specieslist/charales,kranswieren,charales
"10",N01.02,Dodaars,Tachybaptus ruficollis,Tachybaptus ruficollis,http://ndff-ecogrid.nl/taxonomy/taxa/tachybaptusruficollis,http://ndff-ecogrid.nl/taxonomy/taxa/tachybaptusruficollis,NEE,"78721.0",Dodaars,Tachybaptus ruficollis,http://ndff-ecogrid.nl/taxonomy/taxa/tachybaptusruficollis,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"11",N01.02,Duinpieper,Anthus campestris,Anthus campestris,http://ndff-ecogrid.nl/taxonomy/taxa/anthuscampestris,http://ndff-ecogrid.nl/taxonomy/taxa/anthuscampestris,NEE,"5304.0",Duinpieper,Anthus campestris,http://ndff-ecogrid.nl/taxonomy/taxa/anthuscampestris,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"12",N01.02,Dwergbloem,Centunculus minimus,Centunculus minimus,http://ndff-ecogrid.nl/taxonomy/taxa/centunculusminimus,http://ndff-ecogrid.nl/taxonomy/taxa/centunculusminimus,NEE,"14311.0",Dwergbloem,Centunculus minimus,http://ndff-ecogrid.nl/taxonomy/taxa/centunculusminimus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"13",N01.02,Dwergrus,Juncus pygmaeus,Juncus pygmaeus,http://ndff-ecogrid.nl/taxonomy/taxa/juncuspygmaeus,http://ndff-ecogrid.nl/taxonomy/taxa/juncuspygmaeus,NEE,"41773.0",Dwergrus,Juncus pygmaeus,http://ndff-ecogrid.nl/taxonomy/taxa/juncuspygmaeus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"14",N01.02,Dwergstern,Sternula albifrons,Sternula albifrons,http://ndff-ecogrid.nl/taxonomy/taxa/sternulaalbifrons,http://ndff-ecogrid.nl/taxonomy/taxa/sternulaalbifrons,NEE,"77024.0",Dwergstern,Sternula albifrons,http://ndff-ecogrid.nl/taxonomy/taxa/sternulaalbifrons,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"15",N01.02,Dwergvlas,Radiola linoides,Radiola linoides,http://ndff-ecogrid.nl/taxonomy/taxa/radiolalinoides,http://ndff-ecogrid.nl/taxonomy/taxa/radiolalinoides,NEE,"69200.0",Dwergvlas,Radiola linoides,http://ndff-ecogrid.nl/taxonomy/taxa/radiolalinoides,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"16",N01.02,Eider,Somateria mollissima,Somateria mollissima,http://ndff-ecogrid.nl/taxonomy/taxa/somateriamollissima,http://ndff-ecogrid.nl/taxonomy/taxa/somateriamollissima,NEE,"74720.0",Eider,Somateria mollissima,http://ndff-ecogrid.nl/taxonomy/taxa/somateriamollissima,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"17",N01.02,Fijn goudscherm,Bupleurum tenuissimum,Bupleurum tenuissimum,http://ndff-ecogrid.nl/taxonomy/taxa/bupleurumtenuissimum,http://ndff-ecogrid.nl/taxonomy/taxa/bupleurumtenuissimum,NEE,"11758.0",Fijn goudscherm,Bupleurum tenuissimum,http://ndff-ecogrid.nl/taxonomy/taxa/bupleurumtenuissimum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"18",N01.02,Galigaan,Cladium mariscus,Cladium mariscus,http://ndff-ecogrid.nl/taxonomy/taxa/cladiummariscus,http://ndff-ecogrid.nl/taxonomy/taxa/cladiummariscus,NEE,"17470.0",Galigaan,Cladium mariscus,http://ndff-ecogrid.nl/taxonomy/taxa/cladiummariscus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"19",N01.02,Gele Kwikstaart,Motacilla flava,Motacilla flava,http://ndff-ecogrid.nl/taxonomy/taxa/motacillaflava,http://ndff-ecogrid.nl/taxonomy/taxa/motacillaflava,NEE,"51682.0",Gele kwikstaart,Motacilla flava,http://ndff-ecogrid.nl/taxonomy/taxa/motacillaflava,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"20",N01.02,Gesteelde zoutmelde,Atriplex pedunculata,Atriplex pedunculata,http://ndff-ecogrid.nl/taxonomy/taxa/atriplexpedunculata,http://ndff-ecogrid.nl/taxonomy/taxa/atriplexpedunculata,NEE,"8219.0",Gesteelde zoutmelde,Atriplex pedunculata,http://ndff-ecogrid.nl/taxonomy/taxa/atriplexpedunculata,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"21",N01.02,Graspieper,Anthus pratensis,Anthus pratensis,http://ndff-ecogrid.nl/taxonomy/taxa/anthuspratensis,http://ndff-ecogrid.nl/taxonomy/taxa/anthuspratensis,NEE,"5311.0",Graspieper,Anthus pratensis,http://ndff-ecogrid.nl/taxonomy/taxa/anthuspratensis,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"22",N01.02,Grauwe Klauwier,Lanius collurio,Lanius collurio,http://ndff-ecogrid.nl/taxonomy/taxa/laniuscollurio,http://ndff-ecogrid.nl/taxonomy/taxa/laniuscollurio,NEE,"43027.0",Grauwe klauwier,Lanius collurio,http://ndff-ecogrid.nl/taxonomy/taxa/laniuscollurio,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"23",N01.02,Griel,Burhinus oedicnemus,Burhinus oedicnemus,http://ndff-ecogrid.nl/taxonomy/taxa/burhinusoedicnemus,http://ndff-ecogrid.nl/taxonomy/taxa/burhinusoedicnemus,NEE,"11773.0",Griel,Burhinus oedicnemus,http://ndff-ecogrid.nl/taxonomy/taxa/burhinusoedicnemus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"24",N01.02,Groenknolorchis,Liparis loeselii,Liparis loeselii,http://ndff-ecogrid.nl/taxonomy/taxa/liparisloeselii,http://ndff-ecogrid.nl/taxonomy/taxa/liparisloeselii,NEE,"45621.0",Groenknolorchis,Liparis loeselii,http://ndff-ecogrid.nl/taxonomy/taxa/liparisloeselii,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"25",N01.02,Groot zeegras,Zostera marina,Zostera marina,http://ndff-ecogrid.nl/taxonomy/taxa/zosteramarina,http://ndff-ecogrid.nl/taxonomy/taxa/zosteramarina,NEE,"86507.0",Groot zeegras,Zostera marina,http://ndff-ecogrid.nl/taxonomy/taxa/zosteramarina,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"26",N01.02,Grote Stern,Sterna sandvicensis,Sterna sandvicensis,http://ndff-ecogrid.nl/taxonomy/taxa/sternasandvicensis,http://ndff-ecogrid.nl/taxonomy/taxa/sternasandvicensis,NEE,"77015.0",Grote stern,Sterna sandvicensis,http://ndff-ecogrid.nl/taxonomy/taxa/sternasandvicensis,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"27",N01.02,Heemst,Althaea officinalis,Althaea officinalis,http://ndff-ecogrid.nl/taxonomy/taxa/althaeaofficinalis,http://ndff-ecogrid.nl/taxonomy/taxa/althaeaofficinalis,NEE,"3078.0",Heemst,Althaea officinalis,http://ndff-ecogrid.nl/taxonomy/taxa/althaeaofficinalis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"28",N01.02,Honingorchis,Herminium monorchis,Herminium monorchis,http://ndff-ecogrid.nl/taxonomy/taxa/herminiummonorchis,http://ndff-ecogrid.nl/taxonomy/taxa/herminiummonorchis,NEE,"37843.0",Honingorchis,Herminium monorchis,http://ndff-ecogrid.nl/taxonomy/taxa/herminiummonorchis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"29",N01.02,Kemphaan,Calidris pugnax,Calidris pugnax,http://ndff-ecogrid.nl/taxonomy/taxa/calidrispugnax,http://ndff-ecogrid.nl/taxonomy/taxa/calidrispugnax,NEE,"12178.0",Kemphaan,Calidris pugnax,http://ndff-ecogrid.nl/taxonomy/taxa/calidrispugnax,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"30",N01.02,Klein slijkgras,Spartina maritima,Spartina maritima,http://ndff-ecogrid.nl/taxonomy/taxa/spartinamaritima,http://ndff-ecogrid.nl/taxonomy/taxa/spartinamaritima,NEE,"74877.0",Klein slijkgras,Spartina maritima,http://ndff-ecogrid.nl/taxonomy/taxa/spartinamaritima,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"31",N01.02,Klein wintergroen,Pyrola minor,Pyrola minor,http://ndff-ecogrid.nl/taxonomy/taxa/pyrolaminor,http://ndff-ecogrid.nl/taxonomy/taxa/pyrolaminor,NEE,"68866.0",Klein wintergroen,Pyrola minor,http://ndff-ecogrid.nl/taxonomy/taxa/pyrolaminor,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"32",N01.02,Klein zeegras,Zostera noltei,Zostera noltei,http://ndff-ecogrid.nl/taxonomy/taxa/zosteranoltii,http://ndff-ecogrid.nl/taxonomy/taxa/zosteranoltii,NEE,"86508.0",Klein zeegras,Zostera noltei,http://ndff-ecogrid.nl/taxonomy/taxa/zosteranoltii,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"33",N01.02,Kleine Barmsijs,Acanthis cabaret,Acanthis cabaret,http://ndff-ecogrid.nl/taxonomy/taxa/acanthiscabaret,http://ndff-ecogrid.nl/taxonomy/taxa/acanthiscabaret,NEE,"207.0",Kleine barmsijs,Acanthis cabaret,http://ndff-ecogrid.nl/taxonomy/taxa/acanthiscabaret,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"34",N01.02,Kleine Bonte Specht,Dendrocopos minor,Dryobates minor,http://ndff-ecogrid.nl/taxonomy/taxa/dendrocoposminor,http://ndff-ecogrid.nl/taxonomy/taxa/dryobatesminor,JA,"27030.0",Kleine bonte specht,Dryobates minor,http://ndff-ecogrid.nl/taxonomy/taxa/dryobatesminor,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"35",N01.02,Kleine Mantelmeeuw,Larus fuscus,Larus fuscus,http://ndff-ecogrid.nl/taxonomy/taxa/larusfuscus,http://ndff-ecogrid.nl/taxonomy/taxa/larusfuscus,NEE,"43132.0",Kleine mantelmeeuw,Larus fuscus,http://ndff-ecogrid.nl/taxonomy/taxa/larusfuscus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"36",N01.02,Kleine Plevier,Charadrius dubius,Charadrius dubius,http://ndff-ecogrid.nl/taxonomy/taxa/charadriusdubius,http://ndff-ecogrid.nl/taxonomy/taxa/charadriusdubius,NEE,"15588.0",Kleine plevier,Charadrius dubius,http://ndff-ecogrid.nl/taxonomy/taxa/charadriusdubius,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"37",N01.02,Klokjesgentiaan,Gentiana pneumonanthe,Gentiana pneumonanthe,http://ndff-ecogrid.nl/taxonomy/taxa/gentianapneumonanthe,http://ndff-ecogrid.nl/taxonomy/taxa/gentianapneumonanthe,NEE,"34175.0",Klokjesgentiaan,Gentiana pneumonanthe,http://ndff-ecogrid.nl/taxonomy/taxa/gentianapneumonanthe,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"38",N01.02,Kluut,Recurvirostra avosetta,Recurvirostra avosetta,http://ndff-ecogrid.nl/taxonomy/taxa/recurvirostraavosetta,http://ndff-ecogrid.nl/taxonomy/taxa/recurvirostraavosetta,NEE,"69509.0",Kluut,Recurvirostra avosetta,http://ndff-ecogrid.nl/taxonomy/taxa/recurvirostraavosetta,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"39",N01.02,Kneu,Linaria cannabina,Linaria cannabina,http://ndff-ecogrid.nl/taxonomy/taxa/linariacannabina,http://ndff-ecogrid.nl/taxonomy/taxa/linariacannabina,NEE,"45429.0",Kneu,Linaria cannabina,http://ndff-ecogrid.nl/taxonomy/taxa/linariacannabina,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"40",N01.02,Koprus,Juncus capitatus,Juncus capitatus,http://ndff-ecogrid.nl/taxonomy/taxa/juncuscapitatus,http://ndff-ecogrid.nl/taxonomy/taxa/juncuscapitatus,NEE,"41744.0",Koprus,Juncus capitatus,http://ndff-ecogrid.nl/taxonomy/taxa/juncuscapitatus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"41",N01.02,Kust kransblad,Chara baltica,Chara baltica,http://ndff-ecogrid.nl/taxonomy/taxa/charabaltica,http://ndff-ecogrid.nl/taxonomy/taxa/charabaltica,NEE,"15536.0",Kustkransblad,Chara baltica,http://ndff-ecogrid.nl/taxonomy/taxa/charabaltica,http://ndff-ecogrid.nl/categories/specieslist/charales,kranswieren,charales
"42",N01.02,Kwelderzegge,Carex extensa,Carex extensa,http://ndff-ecogrid.nl/taxonomy/taxa/carexextensa,http://ndff-ecogrid.nl/taxonomy/taxa/carexextensa,NEE,"13461.0",Kwelderzegge,Carex extensa,http://ndff-ecogrid.nl/taxonomy/taxa/carexextensa,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"43",N01.02,Lepelaar,Platalea leucorodia,Platalea leucorodia,http://ndff-ecogrid.nl/taxonomy/taxa/platalealeucorodia,http://ndff-ecogrid.nl/taxonomy/taxa/platalealeucorodia,NEE,"63755.0",Lepelaar,Platalea leucorodia,http://ndff-ecogrid.nl/taxonomy/taxa/platalealeucorodia,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"44",N01.02,Moeraswespenorchis,Epipactis palustris,Epipactis palustris,http://ndff-ecogrid.nl/taxonomy/taxa/epipactispalustris,http://ndff-ecogrid.nl/taxonomy/taxa/epipactispalustris,NEE,"29469.0",Moeraswespenorchis,Epipactis palustris,http://ndff-ecogrid.nl/taxonomy/taxa/epipactispalustris,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"45",N01.02,Nachtegaal,Luscinia megarhynchos,Luscinia megarhynchos,http://ndff-ecogrid.nl/taxonomy/taxa/lusciniamegarhynchos,http://ndff-ecogrid.nl/taxonomy/taxa/lusciniamegarhynchos,NEE,"46626.0",Nachtegaal,Luscinia megarhynchos,http://ndff-ecogrid.nl/taxonomy/taxa/lusciniamegarhynchos,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"46",N01.02,Noordse Stern,Sterna paradisaea,Sterna paradisaea,http://ndff-ecogrid.nl/taxonomy/taxa/sternaparadisaea,http://ndff-ecogrid.nl/taxonomy/taxa/sternaparadisaea,NEE,"77014.0",Noordse stern,Sterna paradisaea,http://ndff-ecogrid.nl/taxonomy/taxa/sternaparadisaea,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"47",N01.02,Oeverkruid,Littorella uniflora,Littorella uniflora,http://ndff-ecogrid.nl/taxonomy/taxa/littorellauniflora,http://ndff-ecogrid.nl/taxonomy/taxa/littorellauniflora,NEE,"45942.0",Oeverkruid,Littorella uniflora,http://ndff-ecogrid.nl/taxonomy/taxa/littorellauniflora,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"48",N01.02,Ongelijkbladig fonteinkruid,Potamogeton gramineus,Potamogeton gramineus,http://ndff-ecogrid.nl/taxonomy/taxa/potamogetongramineus,http://ndff-ecogrid.nl/taxonomy/taxa/potamogetongramineus,NEE,"65728.0",Ongelijkbladig fonteinkruid,Potamogeton gramineus,http://ndff-ecogrid.nl/taxonomy/taxa/potamogetongramineus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"49",N01.02,Overblijvende hardbloem,Scleranthus perennis,Scleranthus perennis,http://ndff-ecogrid.nl/taxonomy/taxa/scleranthusperennis,http://ndff-ecogrid.nl/taxonomy/taxa/scleranthusperennis,NEE,"72782.0",Overblijvende hardbloem,Scleranthus perennis,http://ndff-ecogrid.nl/taxonomy/taxa/scleranthusperennis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"50",N01.02,Paapje,Saxicola rubetra,Saxicola rubetra,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubetra,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubetra,NEE,"72141.0",Paapje,Saxicola rubetra,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubetra,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"51",N01.02,Parnassia,Parnassia palustris,Parnassia palustris,http://ndff-ecogrid.nl/taxonomy/taxa/parnassiapalustris,http://ndff-ecogrid.nl/taxonomy/taxa/parnassiapalustris,NEE,"59122.0",Parnassia,Parnassia palustris,http://ndff-ecogrid.nl/taxonomy/taxa/parnassiapalustris,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"52",N01.02,Rode bies,Blysmus rufus,Blysmus rufus,http://ndff-ecogrid.nl/taxonomy/taxa/blysmusrufus,http://ndff-ecogrid.nl/taxonomy/taxa/blysmusrufus,NEE,"10146.0",Rode bies,Blysmus rufus,http://ndff-ecogrid.nl/taxonomy/taxa/blysmusrufus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"53",N01.02,Roerdomp,Botaurus stellaris,Botaurus stellaris,http://ndff-ecogrid.nl/taxonomy/taxa/botaurusstellaris,http://ndff-ecogrid.nl/taxonomy/taxa/botaurusstellaris,NEE,"10526.0",Roerdomp,Botaurus stellaris,http://ndff-ecogrid.nl/taxonomy/taxa/botaurusstellaris,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"54",N01.02,Rond wintergroen,Pyrola rotundifolia,Pyrola rotundifolia,http://ndff-ecogrid.nl/taxonomy/taxa/pyrolarotundifolia,http://ndff-ecogrid.nl/taxonomy/taxa/pyrolarotundifolia,NEE,"68867.0",Rond wintergroen,Pyrola rotundifolia,http://ndff-ecogrid.nl/taxonomy/taxa/pyrolarotundifolia,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"55",N01.02,Ronde zonnedauw,Drosera rotundifolia,Drosera rotundifolia,http://ndff-ecogrid.nl/taxonomy/taxa/droserarotundifolia,http://ndff-ecogrid.nl/taxonomy/taxa/droserarotundifolia,NEE,"26942.0",Ronde zonnedauw,Drosera rotundifolia,http://ndff-ecogrid.nl/taxonomy/taxa/droserarotundifolia,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"56",N01.02,Roodborsttapuit,Saxicola rubicola,Saxicola rubicola,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubicola,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubicola,NEE,"72142.0",Roodborsttapuit,Saxicola rubicola,http://ndff-ecogrid.nl/taxonomy/taxa/saxicolarubicola,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"57",N01.02,Rozenkransje,Antennaria dioica,Antennaria dioica,http://ndff-ecogrid.nl/taxonomy/taxa/antennariadioica,http://ndff-ecogrid.nl/taxonomy/taxa/antennariadioica,NEE,"5046.0",Rozenkransje,Antennaria dioica,http://ndff-ecogrid.nl/taxonomy/taxa/antennariadioica,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"58",N01.02,Scholekster,Haematopus ostralegus,Haematopus ostralegus,http://ndff-ecogrid.nl/taxonomy/taxa/haematopusostralegus,http://ndff-ecogrid.nl/taxonomy/taxa/haematopusostralegus,NEE,"36306.0",Scholekster,Haematopus ostralegus,http://ndff-ecogrid.nl/taxonomy/taxa/haematopusostralegus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"59",N01.02,Selderij,Apium graveolens,Apium graveolens,http://ndff-ecogrid.nl/taxonomy/taxa/apiumgraveolens,http://ndff-ecogrid.nl/taxonomy/taxa/apiumgraveolens,NEE,"6007.0",Selderij,Apium graveolens,http://ndff-ecogrid.nl/taxonomy/taxa/apiumgraveolens,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"60",N01.02,Slechtvalk,Falco peregrinus,Falco peregrinus,http://ndff-ecogrid.nl/taxonomy/taxa/falcoperegrinus,http://ndff-ecogrid.nl/taxonomy/taxa/falcoperegrinus,NEE,"32383.0",Slechtvalk,Falco peregrinus,http://ndff-ecogrid.nl/taxonomy/taxa/falcoperegrinus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"61",N01.02,Spiraalruppia,Ruppia cirrhosa,Ruppia spiralis,http://ndff-ecogrid.nl/taxonomy/taxa/ruppiacirrhosa,http://ndff-ecogrid.nl/taxonomy/taxa/ruppiaspiralis,JA,"71257.0",Spiraalruppia,Ruppia spiralis,http://ndff-ecogrid.nl/taxonomy/taxa/ruppiaspiralis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"62",N01.02,Sprinkhaanzanger,Locustella naevia,Locustella naevia,http://ndff-ecogrid.nl/taxonomy/taxa/locustellanaevia,http://ndff-ecogrid.nl/taxonomy/taxa/locustellanaevia,NEE,"46055.0",Sprinkhaanzanger,Locustella naevia,http://ndff-ecogrid.nl/taxonomy/taxa/locustellanaevia,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"63",N01.02,Stekelbrem,Genista anglica,Genista anglica,http://ndff-ecogrid.nl/taxonomy/taxa/genistaanglica,http://ndff-ecogrid.nl/taxonomy/taxa/genistaanglica,NEE,"34163.0",Stekelbrem,Genista anglica,http://ndff-ecogrid.nl/taxonomy/taxa/genistaanglica,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"64",N01.02,Stekelharig kransblad,Chara hispida,Chara hispida,http://ndff-ecogrid.nl/taxonomy/taxa/charahispida,http://ndff-ecogrid.nl/taxonomy/taxa/charahispida,NEE,"15547.0",Stekelharig kransblad,Chara hispida,http://ndff-ecogrid.nl/taxonomy/taxa/charahispida,http://ndff-ecogrid.nl/categories/specieslist/charales,kranswieren,charales
"65",N01.02,Stekende bies,Schoenoplectus pungens,Schoenoplectus pungens,http://ndff-ecogrid.nl/taxonomy/taxa/schoenoplectuspungens,http://ndff-ecogrid.nl/taxonomy/taxa/schoenoplectuspungens,NEE,"72613.0",Stekende bies,Schoenoplectus pungens,http://ndff-ecogrid.nl/taxonomy/taxa/schoenoplectuspungens,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"66",N01.02,Stijve moerasweegbree,Baldellia ranunculoides subsp. ranunculoides,Baldellia ranunculoides subsp. ranunculoides,http://ndff-ecogrid.nl/taxonomy/taxa/baldelliaranunculoidessubspranunculoides,http://ndff-ecogrid.nl/taxonomy/taxa/baldelliaranunculoidessubspranunculoides,NEE,"8899.0",Stijve moerasweegbree,Baldellia ranunculoides subsp. ranunculoides,http://ndff-ecogrid.nl/taxonomy/taxa/baldelliaranunculoidessubspranunculoides,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"67",N01.02,Stofzaad,Monotropa hypopitys,Monotropa hypopitys,http://ndff-ecogrid.nl/taxonomy/taxa/monotropahypopitys,http://ndff-ecogrid.nl/taxonomy/taxa/monotropahypopitys,NEE,"51508.0",Stofzaad,Monotropa hypopitys,http://ndff-ecogrid.nl/taxonomy/taxa/monotropahypopitys,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
